id,carat,cut,color,clarity,depth,table,x,y,z,price
5229,0.36,Ideal,F,VS2,61.3,56.0,4.57,4.61,2.82,752
5230,0.71,Ideal,G,SI1,61.6,56.0,5.72,5.75,3.53,2562
5231,0.32,Ideal,G,VVS1,62.2,55.0,4.39,4.37,2.72,1080
5232,0.4,Ideal,F,SI1,62.6,56.0,4.74,4.71,2.96,945
5233,1.01,Premium,G,SI2,61.9,59.0,6.44,6.38,3.96,3768
5234,0.73,Ideal,I,VS1,61.5,56.0,5.77,5.8,3.56,3154
5235,1.01,Very Good,E,VS1,62.8,58.0,6.39,6.43,4.02,8637
5236,0.34,Ideal,F,VS1,62.0,54.0,4.51,4.54,2.81,803
5237,0.24,Ideal,F,VVS2,61.4,55.0,3.99,4.03,2.45,548
5238,0.34,Premium,G,VS2,60.9,58.0,4.55,4.51,2.75,616
5239,0.73,Very Good,F,SI2,63.3,57.0,5.76,5.7,3.62,2351
5240,0.31,Ideal,F,IF,62.1,54.0,4.41,4.38,2.73,840
5241,1.04,Premium,H,SI2,62.4,60.0,6.4,6.46,4.01,4435
5242,0.43,Ideal,G,VVS2,60.2,57.0,4.92,4.95,2.97,1056
5243,0.73,Ideal,D,SI1,61.0,57.0,5.85,5.89,3.57,3175
5244,0.3,Premium,H,VS1,61.7,59.0,4.34,4.28,2.66,675
5245,0.5,Very Good,F,SI1,60.9,59.0,5.08,5.06,3.09,1203
5246,0.93,Very Good,F,SI1,62.5,58.0,6.19,6.23,3.88,3895
5247,0.71,Very Good,I,SI1,63.2,58.0,5.64,5.66,3.57,2141
5248,1.06,Very Good,G,VVS2,61.0,58.0,6.61,6.58,4.02,7589
5249,1.12,Ideal,F,VS1,62.7,55.0,6.65,6.61,4.16,8092
5250,0.39,Ideal,G,VVS1,60.3,56.0,4.76,4.79,2.88,1030
5251,0.51,Ideal,H,VS2,62.2,54.0,5.12,5.08,3.17,1393
5252,1.02,Premium,G,VS1,62.8,59.0,6.42,6.37,4.01,6529
5253,0.32,Premium,I,SI1,62.7,58.0,4.37,4.35,2.73,477
5254,0.5,Very Good,G,SI1,62.0,59.0,5.08,5.12,3.15,1186
5255,1.04,Very Good,H,SI2,61.3,61.0,6.52,6.47,3.98,3669
5256,2.01,Premium,I,SI2,61.6,60.0,8.09,7.96,4.93,12554
5257,0.72,Very Good,E,VS2,60.8,60.0,5.79,5.83,3.55,2822
5258,0.91,Good,F,SI2,63.1,58.0,6.26,6.17,3.91,4006
5259,0.36,Ideal,E,VVS2,61.3,55.0,4.6,4.63,2.83,842
5260,1.02,Ideal,F,VS1,61.8,54.0,6.5,6.52,4.02,8430
5261,2.07,Very Good,I,VS1,59.4,60.0,8.36,8.21,4.91,18127
5262,0.53,Ideal,F,VS1,61.0,56.0,5.26,5.28,3.21,1878
5263,0.41,Ideal,F,VVS2,61.5,55.0,4.79,4.84,2.96,1408
5264,1.11,Ideal,H,SI1,62.3,55.0,6.65,6.67,4.15,5236
5265,0.58,Very Good,D,SI1,63.2,58.0,5.32,5.28,3.35,1944
5266,1.31,Premium,I,SI1,61.7,59.0,7.06,7.03,4.33,6763
5267,0.31,Ideal,H,VS2,61.8,55.0,4.34,4.37,2.69,489
5268,0.41,Premium,D,VS2,61.5,58.0,4.78,4.75,2.94,985
5269,0.39,Ideal,F,VS1,61.8,57.0,4.67,4.71,2.9,884
5270,0.9,Ideal,G,SI2,62.1,57.0,6.21,6.17,3.84,3455
5271,0.62,Ideal,G,SI1,62.3,55.0,5.46,5.39,3.38,1642
5272,0.74,Premium,G,VS2,61.8,59.0,5.81,5.81,3.59,2588
5273,0.92,Ideal,D,SI1,62.4,57.0,6.24,6.28,3.9,4749
5274,0.7,Very Good,G,VVS2,63.3,57.0,5.63,5.59,3.55,2681
5275,1.21,Ideal,F,VVS1,61.0,56.0,6.88,6.92,4.21,12210
5276,1.01,Premium,G,SI1,62.6,60.0,6.38,6.27,3.96,4338
5277,0.78,Ideal,D,VS1,62.0,56.0,5.86,5.91,3.65,3892
5278,2.01,Very Good,H,VS2,63.3,53.0,7.89,7.85,5.02,14998
5279,0.73,Premium,F,VVS2,60.9,59.0,5.78,5.8,3.53,2801
5280,1.57,Premium,I,SI1,60.7,58.0,7.5,7.56,4.57,7660
5281,0.5,Very Good,E,VVS1,62.8,57.0,4.98,5.05,3.16,1978
5282,0.42,Premium,F,SI1,60.7,60.0,4.78,4.87,2.93,992
5283,0.71,Premium,E,VS2,61.5,60.0,5.74,5.69,3.51,2746
5284,0.31,Premium,D,SI2,61.8,58.0,4.34,4.37,2.69,641
5285,1.22,Premium,I,SI1,61.5,58.0,6.89,6.83,4.21,6268
5286,0.62,Premium,D,SI2,62.2,58.0,5.48,5.44,3.39,1664
5287,0.71,Premium,E,SI2,60.3,60.0,5.82,5.77,3.5,2383
5288,0.3,Ideal,H,IF,61.1,57.0,4.32,4.35,2.65,764
5289,0.7,Fair,E,SI1,64.6,57.0,5.62,5.59,3.59,2188
5290,1.03,Premium,D,SI2,60.7,58.0,6.52,6.49,3.95,4743
5291,0.38,Ideal,F,VS1,61.8,54.0,4.67,4.7,2.9,1107
5292,1.37,Premium,I,VS1,61.0,60.0,7.2,7.16,4.38,8524
5293,0.6,Very Good,G,VS2,60.4,63.0,5.42,5.48,3.29,1694
5294,0.53,Very Good,E,VS1,62.0,55.6,5.18,5.21,3.22,1970
5295,0.9,Very Good,G,SI2,61.1,59.0,6.19,6.24,3.8,3754
5296,0.3,Ideal,F,IF,62.0,55.0,4.32,4.35,2.69,919
5297,1.5,Premium,G,VS2,62.5,62.0,7.31,7.28,4.56,10602
5298,0.33,Ideal,I,SI1,59.3,57.0,4.52,4.55,2.68,463
5299,0.56,Premium,E,VS1,60.1,56.0,5.4,5.37,3.22,2177
5300,0.3,Very Good,H,VS1,62.9,56.0,4.27,4.29,2.69,541
5301,1.12,Ideal,F,SI1,62.5,57.0,6.6,6.66,4.14,6271
5302,1.27,Ideal,H,SI1,62.7,57.0,6.89,6.83,4.29,6441
5303,1.02,Ideal,E,VS1,61.0,56.0,6.51,6.54,3.98,8015
5304,1.26,Ideal,F,VS2,62.3,57.0,6.93,6.89,4.29,9391
5305,0.3,Ideal,G,VS2,61.9,55.0,4.28,4.31,2.66,526
5306,0.41,Ideal,D,VS2,62.6,54.0,4.74,4.77,2.98,1007
5307,1.5,Good,G,VS2,63.8,54.0,7.25,7.2,4.61,13007
5308,0.96,Ideal,F,SI2,62.4,56.0,6.23,6.3,3.9,4488
5309,1.5,Ideal,G,VS2,61.0,57.0,7.42,7.35,4.49,13034
5310,1.67,Fair,G,VS2,64.6,62.0,7.57,7.51,4.81,11975
5311,1.12,Ideal,G,VS2,62.1,55.0,6.66,6.68,4.14,8124
5312,1.01,Very Good,H,VS2,61.9,54.0,6.42,6.48,3.99,4917
5313,0.83,Ideal,F,SI2,62.6,57.0,6.03,5.96,3.75,2811
5314,1.35,Premium,H,VVS2,62.7,59.0,7.03,6.95,4.39,9188
5315,1.02,Ideal,H,SI2,62.5,57.0,6.4,6.48,4.02,4196
5316,0.41,Ideal,I,VVS1,61.5,55.0,4.82,4.79,2.95,822
5317,2.05,Ideal,I,VS2,61.5,56.0,8.16,8.2,5.03,15151
5318,0.26,Very Good,E,VVS2,63.0,57.0,4.0,4.02,2.52,597
5319,0.42,Very Good,E,SI1,63.1,59.0,4.74,4.7,2.97,945
5320,0.53,Ideal,E,VS2,61.6,56.0,5.21,5.23,3.22,1715
5321,0.32,Ideal,D,SI1,62.7,57.0,4.34,4.38,2.73,780
5322,0.41,Ideal,F,VS2,62.4,57.0,4.74,4.77,2.97,757
5323,1.11,Premium,E,SI2,60.9,60.0,6.72,6.66,4.08,5818
5324,1.06,Premium,G,VS2,61.6,58.0,6.49,6.53,4.01,4459
5325,0.56,Ideal,F,VVS2,61.8,57.0,5.28,5.27,3.26,2155
5326,1.54,Very Good,H,SI1,62.8,56.0,7.37,7.4,4.65,10436
5327,2.07,Ideal,G,SI2,61.2,56.0,8.25,8.19,5.03,16297
5328,1.02,Premium,G,SI1,61.6,58.0,6.5,6.42,3.98,4704
5329,0.53,Ideal,E,VS2,62.2,55.0,5.17,5.21,3.23,1768
5330,1.0,Very Good,D,SI2,62.1,58.0,6.34,6.38,3.95,4312
5331,0.54,Ideal,E,VS2,61.9,57.0,5.26,5.22,3.24,1608
5332,1.01,Premium,G,VS1,61.8,60.0,6.41,6.37,3.95,6412
5333,0.7,Fair,D,VS2,62.1,66.0,5.6,5.56,3.44,2550
5334,2.09,Very Good,I,VS2,62.1,58.0,8.21,8.17,5.06,16304
5335,0.39,Ideal,G,SI1,62.3,55.0,4.68,4.72,2.93,716
5336,0.3,Ideal,H,VVS1,61.8,55.0,4.34,4.33,2.68,638
5337,1.0,Premium,E,VS2,62.1,60.0,6.39,6.36,3.96,6760
5338,0.51,Ideal,G,VS2,61.6,54.0,5.15,5.18,3.18,1443
5339,0.39,Very Good,G,IF,62.1,55.0,4.72,4.71,2.93,1235
5340,0.32,Ideal,F,VVS2,61.4,56.0,4.38,4.41,2.7,832
5341,0.94,Premium,I,VS1,60.8,60.0,6.34,6.3,3.84,4187
5342,0.31,Premium,D,SI1,61.6,58.0,4.4,4.36,2.7,732
5343,0.58,Ideal,F,VS2,61.6,57.0,5.37,5.33,3.31,1667
5344,2.07,Premium,F,SI1,60.6,58.0,8.25,8.18,4.98,18607
5345,0.39,Ideal,J,VS2,61.7,55.0,4.68,4.71,2.89,568
5346,0.44,Premium,D,SI1,61.0,58.0,4.89,4.93,2.99,1214
5347,0.39,Ideal,D,SI1,61.5,56.0,4.68,4.65,2.87,718
5348,1.0,Premium,F,SI1,60.1,62.0,6.47,6.44,3.88,4864
5349,0.33,Ideal,G,VVS2,61.9,55.0,4.47,4.47,2.76,713
5350,1.01,Ideal,E,SI2,62.6,56.0,6.46,6.42,4.04,4920
5351,0.34,Ideal,G,VVS1,63.0,56.0,4.45,4.48,2.82,1053
5352,0.31,Ideal,E,VVS2,62.4,57.0,4.31,4.35,2.7,789
5353,0.33,Ideal,H,VS1,61.0,57.0,4.45,4.48,2.72,579
5354,0.9,Fair,G,VS2,64.4,61.0,6.04,6.0,3.87,3850
5355,2.0,Ideal,I,SI1,62.0,54.0,8.08,8.04,4.99,17214
5356,0.3,Ideal,G,SI1,62.3,55.0,4.32,4.35,2.7,432
5357,0.6,Premium,D,VS1,61.9,59.0,5.35,5.38,3.32,2147
5358,0.54,Ideal,F,VS1,62.0,56.0,5.22,5.24,3.24,2091
5359,0.3,Very Good,J,VS1,63.3,59.0,4.25,4.22,2.68,506
5360,1.06,Premium,E,SI2,59.5,61.0,6.71,6.67,3.97,4620
5361,0.77,Ideal,E,VS2,61.4,56.0,5.9,5.94,3.63,4014
5362,1.05,Very Good,I,SI2,60.3,59.0,6.54,6.58,3.95,3884
5363,0.7,Very Good,D,SI1,62.5,58.0,5.67,5.72,3.56,2567
5364,0.41,Ideal,F,VVS2,61.7,55.0,4.78,4.75,2.94,1115
5365,0.56,Ideal,F,VS2,60.6,57.0,5.34,5.28,3.22,1813
5366,0.79,Ideal,F,SI1,62.6,54.0,5.89,5.96,3.7,2976
5367,0.9,Good,F,SI2,63.1,58.0,6.09,6.12,3.84,3273
5368,1.5,Premium,H,VS2,62.4,60.0,7.27,7.22,4.52,8319
5369,0.4,Premium,D,SI1,60.9,59.0,4.77,4.74,2.9,1089
5370,1.01,Good,G,VS1,64.0,56.0,6.32,6.27,4.04,7294
5371,0.76,Ideal,F,VS2,62.5,57.0,5.83,5.8,3.63,2724
5372,0.36,Ideal,D,SI1,61.8,56.0,4.56,4.59,2.83,851
5373,1.57,Premium,D,VS2,59.9,58.0,7.57,7.53,4.52,15773
5374,1.54,Premium,E,SI2,61.3,58.0,7.47,7.41,4.55,7728
5375,1.04,Ideal,G,VS2,61.8,56.0,6.5,6.55,4.03,6587
5376,1.1,Ideal,H,VS2,62.8,57.0,6.56,6.61,4.14,5447
5377,0.91,Fair,F,SI2,64.9,56.0,6.09,6.14,3.93,3688
5378,1.02,Premium,E,SI2,60.2,61.0,6.54,6.48,3.92,4138
5379,0.71,Very Good,G,SI1,62.2,59.0,5.67,5.69,3.54,2272
5380,1.01,Premium,G,VS1,62.4,58.0,6.39,6.34,3.98,6001
5381,1.3,Very Good,G,VS1,61.2,59.0,6.97,7.03,4.28,8446
5382,0.32,Very Good,G,VVS1,63.0,55.0,4.39,4.36,2.76,814
5383,0.4,Very Good,F,SI1,62.3,56.0,4.71,4.76,2.94,716
5384,0.54,Ideal,E,VS2,62.0,56.0,5.26,5.24,3.25,1658
5385,0.9,Very Good,D,SI1,62.6,57.0,6.14,6.2,3.86,4068
5386,1.18,Ideal,I,VS1,62.0,57.0,6.83,6.79,4.22,6653
5387,1.02,Very Good,E,SI2,62.5,59.0,6.44,6.42,4.02,4598
5388,1.22,Ideal,I,SI1,61.9,56.0,6.87,6.82,4.24,5748
5389,0.71,Ideal,F,SI2,62.1,55.0,5.74,5.72,3.55,2138
5390,0.55,Ideal,I,SI1,61.6,57.0,5.27,5.3,3.25,1214
5391,0.42,Ideal,G,VS2,62.0,56.0,4.77,4.81,2.97,847
5392,0.76,Premium,G,VS2,61.6,58.0,5.89,5.85,3.61,2935
5393,1.01,Good,H,SI1,63.2,58.0,6.36,6.38,4.02,4238
5394,0.32,Very Good,H,VS1,62.7,57.0,4.34,4.36,2.73,524
5395,0.51,Premium,H,SI1,61.7,58.0,5.14,5.16,3.18,1240
5396,0.51,Premium,D,SI2,61.8,58.0,5.14,5.09,3.17,1129
5397,1.52,Very Good,I,VS2,61.9,58.0,7.35,7.43,4.58,8954
5398,0.3,Ideal,F,IF,62.1,53.0,4.31,4.35,2.69,886
5399,0.3,Premium,E,VVS1,61.8,58.0,4.35,4.32,2.68,1014
5400,2.02,Ideal,H,SI2,62.4,56.0,8.01,8.06,5.03,15371
5401,0.32,Ideal,F,VVS1,61.5,56.0,4.38,4.41,2.7,926
5402,1.2,Ideal,G,VS2,61.5,55.0,6.89,6.85,4.22,8225
5403,1.05,Ideal,H,VS2,61.6,57.0,6.53,6.56,4.03,5224
5404,0.25,Ideal,F,SI1,61.6,57.0,4.08,4.12,2.53,554
5405,0.7,Ideal,I,SI2,60.6,56.0,5.78,5.75,3.49,2026
5406,0.51,Ideal,E,VS1,60.6,56.0,5.21,5.17,3.14,1601
5407,0.25,Ideal,E,VS2,62.0,56.0,4.03,4.07,2.5,476
5408,0.5,Fair,G,VS1,65.8,60.0,4.89,4.87,3.23,1029
5409,0.32,Ideal,E,VVS2,61.4,55.0,4.41,4.45,2.72,837
5410,1.5,Premium,H,VS2,62.2,55.0,7.32,7.28,4.53,10640
5411,1.21,Ideal,E,VS2,61.6,56.0,6.84,6.91,4.24,9740
5412,0.8,Ideal,F,SI1,62.1,56.0,5.88,5.93,3.67,2999
5413,0.72,Ideal,G,VVS2,61.1,57.0,5.79,5.83,3.55,3360
5414,1.28,Premium,H,VS1,62.5,56.0,6.95,6.89,4.32,8426
5415,1.01,Very Good,H,SI2,63.6,59.0,6.38,6.34,4.05,4242
5416,1.21,Premium,G,VVS2,60.9,58.0,6.85,6.89,4.18,9120
5417,1.23,Premium,D,VS2,60.5,56.0,6.95,6.97,4.21,9738
5418,0.3,Ideal,H,VS2,60.6,56.0,4.36,4.35,2.64,608
5419,0.33,Ideal,F,VVS1,61.2,56.0,4.47,4.44,2.73,1020
5420,0.41,Ideal,D,VVS1,62.0,55.0,4.77,4.81,2.97,1569
5421,0.32,Ideal,D,VS2,61.2,56.0,4.37,4.39,2.68,758
5422,0.91,Very Good,H,SI2,60.2,61.0,6.31,6.33,3.8,3299
5423,0.31,Premium,G,IF,61.8,58.0,4.33,4.35,2.69,873
5424,0.37,Ideal,E,VS1,60.6,56.0,4.63,4.64,2.81,834
5425,0.9,Good,G,SI1,62.2,59.0,6.17,6.13,3.82,3387
5426,0.57,Ideal,E,VS1,62.4,56.0,5.32,5.28,3.3,2028
5427,1.08,Very Good,H,SI2,59.2,61.0,6.69,6.73,3.98,3804
5428,0.52,Very Good,D,SI1,62.1,58.0,5.18,5.16,3.21,1656
5429,0.52,Ideal,E,SI1,61.8,56.0,5.17,5.2,3.2,1410
5430,1.2,Ideal,F,VVS2,61.9,54.0,6.8,6.85,4.23,10635
5431,1.02,Premium,G,VS2,62.2,58.0,6.48,6.4,4.01,6181
5432,1.51,Ideal,G,VS2,61.6,57.0,7.31,7.35,4.51,14038
5433,0.94,Very Good,H,VS2,62.8,58.0,6.19,6.23,3.9,4466
5434,1.17,Good,H,SI2,63.7,58.0,6.72,6.68,4.27,4764
5435,0.9,Fair,F,SI2,65.7,58.0,6.06,6.01,3.93,3251
5436,0.73,Premium,F,VS1,61.8,58.0,5.77,5.73,3.55,2879
5437,0.25,Very Good,E,VVS1,60.1,58.0,4.1,4.11,2.46,575
5438,1.01,Ideal,H,SI2,60.8,59.0,6.43,6.45,3.91,3170
5439,0.41,Ideal,G,VVS1,62.1,55.0,4.75,4.77,2.96,1043
5440,0.72,Very Good,D,SI2,62.5,58.0,5.74,5.76,3.59,1971
5441,0.3,Ideal,E,VS2,61.4,56.0,4.31,4.28,2.63,844
5442,0.41,Premium,J,SI1,61.8,55.0,4.8,4.75,2.95,631
5443,0.72,Very Good,I,SI1,63.1,58.0,5.67,5.7,3.59,2188
5444,0.41,Ideal,F,SI1,61.3,57.0,4.81,4.77,2.93,791
5445,0.35,Very Good,G,VS1,62.9,56.0,4.5,4.53,2.83,706
5446,0.81,Ideal,D,SI1,61.9,56.0,5.89,5.95,3.66,3295
5447,0.91,Ideal,F,SI1,62.7,57.0,6.17,6.19,3.87,4637
5448,0.4,Very Good,G,VS1,63.4,56.0,4.7,4.68,2.97,921
5449,2.03,Ideal,J,SI1,61.2,57.0,8.2,8.16,5.0,14451
5450,0.57,Ideal,G,VS2,58.7,57.0,5.42,5.39,3.17,1612
5451,0.36,Premium,D,VS2,60.3,58.0,4.61,4.64,2.78,852
5452,0.55,Premium,D,SI1,61.2,58.0,5.31,5.27,3.24,1622
5453,0.92,Very Good,I,SI1,60.9,61.0,6.22,6.25,3.8,3438
5454,1.7,Premium,H,SI2,60.5,59.0,7.78,7.73,4.68,10581
5455,0.55,Ideal,D,VS1,61.2,56.0,5.25,5.29,3.23,2016
5456,0.41,Ideal,D,SI1,62.0,55.0,4.76,4.79,2.96,791
5457,0.51,Ideal,F,SI2,61.7,54.0,5.14,5.17,3.18,1274
5458,0.5,Ideal,H,SI1,61.8,57.0,5.11,5.13,3.16,1154
5459,1.01,Ideal,F,VVS1,62.7,57.0,6.39,6.37,4.0,9476
5460,1.0,Premium,E,SI2,62.3,58.0,6.37,6.32,3.96,4240
5461,2.14,Ideal,J,VS1,62.1,57.0,8.24,8.21,5.1,15100
5462,0.3,Premium,E,VS2,62.5,59.0,4.26,4.23,2.65,844
5463,1.21,Ideal,I,VS2,61.5,57.0,6.81,6.87,4.2,6762
5464,0.5,Very Good,I,VVS1,60.0,61.0,5.13,5.2,3.1,1548
5465,1.18,Premium,F,SI1,61.3,58.0,6.79,6.77,4.16,5701
5466,0.26,Very Good,F,VVS1,61.8,58.0,4.09,4.12,2.53,620
5467,1.02,Very Good,F,SI2,62.0,56.0,6.45,6.48,4.0,4521
5468,1.31,Premium,I,VS2,63.0,54.0,6.92,6.94,4.38,5544
5469,0.9,Premium,D,SI1,61.9,58.0,6.11,6.14,3.79,4579
5470,0.32,Good,E,SI1,62.9,60.0,4.38,4.42,2.76,720
5471,0.52,Good,D,SI2,63.9,59.0,5.09,5.12,3.26,1287
5472,0.33,Ideal,H,VS2,61.7,55.0,4.42,4.46,2.75,620
5473,0.51,Ideal,F,VVS2,61.2,55.0,5.16,5.19,3.17,2215
5474,0.3,Ideal,E,VVS2,61.8,54.0,4.34,4.37,2.69,814
5475,1.03,Premium,H,SI1,60.8,58.0,6.51,6.54,3.96,4932
5476,1.59,Very Good,G,VS2,62.4,57.0,7.41,7.45,4.65,14779
5477,2.24,Premium,E,SI2,61.9,57.0,8.38,8.33,5.18,16779
5478,1.02,Ideal,F,SI2,62.5,57.0,6.41,6.38,4.0,3763
5479,0.5,Premium,F,VS1,61.4,58.0,5.13,5.09,3.14,1668
5480,0.7,Good,E,VS2,63.3,57.0,5.52,5.57,3.52,2755
5481,1.01,Premium,H,SI1,61.1,61.0,6.41,6.47,3.94,4783
5482,1.01,Premium,D,SI2,60.5,58.0,6.45,6.42,3.89,5136
5483,0.7,Very Good,F,SI1,61.8,60.0,5.67,5.7,3.52,2345
5484,2.01,Ideal,G,SI2,60.7,57.0,8.06,8.12,4.93,17805
5485,1.03,Ideal,E,VS2,60.9,56.0,6.54,6.6,4.0,7370
5486,1.63,Premium,I,SI1,60.2,60.0,7.71,7.59,4.6,10278
5487,0.72,Premium,F,SI2,61.3,60.0,5.82,5.77,3.55,2298
5488,0.59,Ideal,D,SI1,61.6,55.0,5.41,5.39,3.33,1687
5489,0.72,Ideal,H,SI1,61.2,55.0,5.78,5.82,3.55,3050
5490,0.85,Ideal,D,VS2,62.4,54.0,6.01,6.11,3.79,4107
5491,0.3,Ideal,F,VS2,61.6,56.0,4.33,4.29,2.66,776
5492,0.7,Ideal,F,SI1,61.1,56.0,5.71,5.75,3.5,2345
5493,1.04,Premium,F,SI2,61.4,56.0,6.51,6.54,4.0,5195
5494,0.4,Premium,E,VS1,60.0,58.0,4.83,4.77,2.87,1035
5495,0.77,Premium,E,VS2,59.0,59.0,6.03,6.09,3.51,3189
5496,1.12,Premium,E,SI2,62.3,57.0,6.64,6.59,4.12,4328
5497,0.72,Very Good,D,VS2,60.7,58.0,5.78,5.81,3.51,2993
5498,1.03,Ideal,F,SI2,60.5,59.0,6.55,6.58,3.97,4969
5499,1.83,Premium,H,SI1,62.9,59.0,7.74,7.71,4.89,11748
5500,1.02,Very Good,E,SI1,62.0,59.0,6.35,6.41,3.96,5173
5501,1.09,Premium,D,SI2,61.2,60.0,6.64,6.59,4.04,4588
5502,0.76,Premium,G,VS1,59.1,60.0,5.94,5.88,3.5,3353
5503,0.31,Ideal,H,VVS2,61.9,55.0,4.33,4.33,2.68,728
5504,1.19,Premium,H,SI2,60.8,60.0,6.8,6.85,4.14,4845
5505,1.51,Ideal,I,VS1,62.1,57.0,7.36,7.3,4.56,11310
5506,1.01,Ideal,D,SI2,61.6,57.0,6.39,6.45,3.96,4234
5507,1.39,Ideal,G,VS1,60.6,57.0,7.2,7.24,4.37,10927
5508,0.5,Ideal,I,SI1,61.9,56.0,5.1,5.13,3.17,1076
5509,1.02,Ideal,I,SI1,62.8,56.0,6.39,6.44,4.03,4346
5510,0.9,Premium,G,SI2,62.4,58.0,6.17,6.13,3.83,3446
5511,0.3,Ideal,G,VVS1,61.9,56.0,4.29,4.33,2.67,798
5512,1.25,Premium,J,VS2,62.5,59.0,6.89,6.85,4.29,6124
5513,1.0,Very Good,F,SI1,63.5,57.0,6.36,6.31,4.02,4984
5514,0.51,Very Good,J,VS2,63.3,59.0,5.02,5.07,3.2,1023
5515,0.7,Very Good,G,SI1,62.8,57.0,5.62,5.65,3.54,2162
5516,1.27,Ideal,G,VS1,60.1,56.0,7.05,7.09,4.26,9176
5517,1.01,Very Good,F,SI1,60.1,58.0,6.51,6.54,3.92,4906
5518,0.61,Ideal,D,SI1,61.3,57.0,5.52,5.56,3.39,1980
5519,0.5,Very Good,E,SI1,61.4,60.0,5.1,5.08,3.11,1546
5520,0.71,Ideal,J,SI1,61.4,56.0,5.7,5.77,3.52,1859
5521,0.9,Ideal,H,VS1,61.9,56.0,6.19,6.25,3.84,4199
5522,1.24,Ideal,I,SI1,62.2,57.0,6.82,6.89,4.26,5775
5523,0.75,Ideal,H,SI2,61.2,57.0,5.87,5.9,3.59,2129
5524,2.14,Ideal,I,SI2,61.6,57.0,8.25,8.29,5.09,13092
5525,0.3,Ideal,I,VS1,62.3,54.0,4.29,4.32,2.68,608
5526,1.01,Very Good,H,SI1,62.9,60.0,6.37,6.39,4.01,4668
5527,0.31,Ideal,G,VVS2,61.6,53.0,4.4,4.43,2.72,664
5528,0.5,Ideal,D,SI1,62.2,54.0,5.09,5.12,3.18,1446
5529,1.14,Ideal,G,VS1,60.4,60.0,6.79,6.75,4.1,8339
5530,1.5,Very Good,H,VS2,60.2,58.0,7.26,7.29,4.41,9820
5531,1.53,Premium,I,VS2,62.5,60.0,7.39,7.31,4.6,8631
5532,0.31,Premium,I,VS2,62.1,59.0,4.37,4.39,2.72,452
5533,0.28,Ideal,I,VS1,61.3,56.0,4.22,4.25,2.6,448
5534,1.05,Premium,E,SI1,61.5,60.0,6.53,6.57,4.03,5834
5535,0.31,Ideal,G,IF,61.7,56.0,4.34,4.39,2.69,945
5536,0.38,Ideal,G,VVS2,61.4,56.0,4.71,4.68,2.88,1113
5537,0.32,Premium,G,VS2,62.4,58.0,4.42,4.39,2.75,720
5538,1.12,Ideal,G,VS1,61.3,55.0,6.7,6.74,4.11,8797
5539,0.35,Ideal,I,VS2,61.8,56.0,4.55,4.53,2.81,689
5540,1.01,Ideal,G,VS2,61.7,56.0,6.52,6.47,4.0,6604
5541,1.14,Ideal,G,SI2,62.4,56.0,6.69,6.66,4.17,4737
5542,0.7,Very Good,H,SI1,61.3,57.0,5.67,5.71,3.49,2227
5543,0.42,Good,F,SI1,63.7,57.0,4.75,4.77,3.04,919
5544,0.51,Ideal,H,VS2,62.6,53.0,5.1,5.13,3.21,1348
5545,1.01,Premium,G,SI1,60.8,58.0,6.51,6.48,3.95,4641
5546,0.41,Ideal,E,SI2,62.3,58.0,4.73,4.77,2.96,784
5547,0.7,Very Good,E,SI1,59.7,59.0,5.77,5.82,3.46,2404
5548,0.4,Ideal,E,SI1,61.0,56.0,4.78,4.81,2.92,810
5549,0.51,Ideal,G,VS1,62.3,54.0,5.11,5.16,3.21,1675
5550,0.53,Ideal,E,VS2,62.0,54.0,5.22,5.28,3.25,1621
5551,2.01,Good,D,SI2,63.8,56.0,7.89,8.01,5.04,15371
5552,0.41,Ideal,H,VVS1,62.3,55.0,4.74,4.76,2.96,1143
5553,0.43,Very Good,G,VS1,60.6,55.0,4.98,5.03,3.02,1228
5554,0.41,Premium,D,VS1,60.7,58.0,4.87,4.83,2.94,1293
5555,1.01,Very Good,G,VVS2,61.0,61.0,6.38,6.45,3.91,7226
5556,1.51,Premium,J,VS2,59.2,59.0,7.51,7.43,4.44,7553
5557,0.51,Ideal,H,VS1,62.3,57.0,5.12,5.16,3.2,1438
5558,0.85,Ideal,F,SI1,62.1,57.0,6.07,6.11,3.79,3718
5559,0.58,Very Good,G,VVS1,60.5,57.0,5.41,5.42,3.27,2077
5560,0.33,Premium,G,IF,61.1,58.0,4.4,4.44,2.7,984
5561,0.7,Ideal,G,VS1,62.9,56.0,5.67,5.61,3.55,2635
5562,0.7,Ideal,H,VS1,61.8,57.0,5.67,5.7,3.51,2635
5563,0.45,Ideal,F,SI1,62.6,56.0,4.9,4.88,3.06,1016
5564,1.27,Ideal,F,VS2,62.5,57.0,6.89,6.92,4.32,9930
5565,0.41,Ideal,F,VVS2,61.0,55.0,4.84,4.81,2.95,1227
5566,0.41,Premium,J,VS2,59.4,59.0,4.84,4.81,2.87,830
5567,0.29,Ideal,F,VVS1,61.6,56.0,4.26,4.28,2.63,583
5568,0.52,Ideal,H,SI1,62.0,55.0,5.16,5.19,3.21,1238
5569,1.11,Premium,H,VS2,62.2,57.0,6.62,6.56,4.1,5285
5570,0.54,Very Good,E,VVS2,62.7,56.0,5.13,5.19,3.24,2098
5571,0.71,Ideal,H,SI1,61.9,57.0,5.69,5.71,3.53,2096
5572,0.56,Ideal,D,VS2,62.1,57.0,5.27,5.29,3.28,2061
